cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta
2235,Hotel del Sur S.A.,True,Taller/Pequeña Empresa,m16554015,Malaga,hotel.del.sur.s.a.@empresa.es,+34822958263,2021-05-16
3740,paz y rosado s.l.,True,Taller/Pequeña Empresa,J32915798,Castellón,paz.y.rosado.s.l.@empresa.es,+34928794575,2023-10-07
1366,Juan Infante Peñalver,False,Consumidor Final,R31264801,MURCIA,juan.infante.peñalve@empresa.es,+34 877 865 577,2025-08-07
4308,CONSTRUCCIÓN ESPAÑOLA S.COOP.,True,Taller/Pequeña Empresa,m495007,Alacant,construcción.español@gmail.com,+34981637085,2024-05-02
3661,Nilda Aroca Exposito,False,Consumidor Final,C 54332968,sevilla,nilda.aroca.exposito@outlook.es,+34 877126532,2023-02-19
1029,Despacho BTCW S.A.,True,Fabricante Grande,U 11049999,murcia,despacho.btcw.s.a.@gmail.com,+34 928053315,2024-12-25
4024,Banco Fabra y asociados S.Coop.  ,True,Distribuidor Mediano,M 21560307,valencia,banco.fabra.y.asocia@outlook.es,,2025-05-30
1022,farmaceútica ej s.a.u,True,Taller/Pequeña Empresa,R-75181648,Bilbao,farmaceútica.ej.s.a.@outlook.es,+34 839 39 90 91,2022-11-28
2553,Eloísa Solera Nevado,False,Consumidor Final,p74638823,Bcn,eloísa.solera.nevado@gmail.com,+34844 31 12 32,2025-11-14
4512,DESARROLLO DEL SUR S.COOP. SL,True,Distribuidor Mediano,r77889872,BILBAO,desarrollo.del.sur.s@empresa.es,+34876 765 547,2022-10-14
2322,Lupe Blanca Ariza,False,Consumidor Final,N-42542841,Valencia (VLC),lupe.blanca.ariza@outlook.es,+34 632 671 494,2024-01-14
1695,comercial gámez s.coop.,True,Taller/Pequeña Empresa,m50201014,ALICANTE,comercial.gámez.s.co@empresa.es,+34 807653331,2022-06-18
1420,Goyo Estévez Oliveras S.Com.,True,Taller/Pequeña Empresa,M-54406060,CASTELLON,goyo.estévez.olivera@empresa.es,+34975 49 82 18,2021-05-22
4600,Distribuciones Tovar S.C.P S.L.,True,Taller/Pequeña Empresa,B82764376,madrid,distribuciones.tovar@gmail.com,+34865 79 05 07,2021-04-13
1460,Manufacturas Conesa S.A.  ,True,Distribuidor Mediano,V-39808788,Malaga,manufacturas.conesa.@gmail.com,+34844206447,2022-02-27
1087,Construcción Ariza S.Com.,True,Taller/Pequeña Empresa,q29944139,CASTELLON,construcción.ariza.s@hotmail.com,+34 971095214,2022-05-18
1282,ALIMENTACIÓN UM S.L.N.E,True,Taller/Pequeña Empresa,D 23747542,Barna,alimentación.um.s.l.@hotmail.com,+34947 765 861,2025-04-06
2725,Hermanos Caballero S.A.,True,Distribuidor Mediano,n92800066,Zaragoza,hermanos.caballero.s@outlook.es,+34 827380049,2023-07-28
2091,piñeiro y moreno s.coop.,True,Taller/Pequeña Empresa,g83374285,Madrid,piñeiro.y.moreno.s.c@outlook.es,+34 873 398 741,2020-12-04
2174,Espinosa y Blanes S.L.,True,Taller/Pequeña Empresa,C94545602,ALICANTE,espinosa.y.blanes.s.@empresa.es,+34820 369 572,2023-01-15
4453,Despacho Sáez y asociados S.Coop.,True,Taller/Pequeña Empresa,j51064636,CASTELLON,despacho.sáez.y.asoc@empresa.es,+34 983 192 069,2022-09-13
2078,COMERCIAL DMN S.L.,True,Distribuidor Mediano,h57597933,MADRID,comercial.dmn.s.l.@outlook.es,+34880372094,2023-09-03
1859,Servicios KRQ S.L.U.,True,Distribuidor Mediano,H184787,Valencia (VLC),servicios.krq.s.l.u.@empresa.es,+34978 37 14 70,2023-08-19
1533,Industrias XEVM S.L.N.E,True,Taller/Pequeña Empresa,G30395330,Castellon,industrias.xevm.s.l.@empresa.es,+34 878153136,2025-07-01
3965,VILLEGAS & ASOCIADOS S.L.,True,Taller/Pequeña Empresa,H39704405,SEVILLA,villegas.&.asociados@outlook.es,+34976 74 49 92,2022-04-15
2338,SOLUCIONES CÁCERES Y ASOCIADOS S.A.D,True,Distribuidor Mediano,K 88094160,MURCIA,soluciones.cáceres.y@empresa.es,+34847 51 44 88,2024-03-03
4340,Leonor Bauzà Zabaleta,False,Consumidor Final,S-75159689,Bcn,leonor.bauzà.zabalet@hotmail.com,+34 876 21 30 54,2021-03-22
4072,Concepción Mateos Cañas S.A.  ,True,Taller/Pequeña Empresa,U54464700,ZARAGOZA,concepción.mateos.ca@gmail.com ,+34976 223 956,2024-11-02
3894,Navarro y Valderrama S.A.,True,Distribuidor Mediano,a72350425,Bizkaia,navarro.y.valderrama@hotmail.com,+34 945768777,2022-08-08
4519,Calderón y asociados S.Com. SL,True,Taller/Pequeña Empresa,K13549093,Madrid,calderón.y.asociados@outlook.es,+34 887 98 36 71,2021-12-29
4032,Luz y asociados S.L.U.,True,Taller/Pequeña Empresa,d85056573,murcia,luz.y.asociados.s.l.@empresa.es,+34621 354 692,2021-04-29
4584,Abraham del Toledo SL,False,Consumidor Final,H-47862613,madrid,abraham.del.toledo@gmail.com,,2024-07-28
3019,banca privada globales s.com.,True,Taller/Pequeña Empresa,M 12880851,MURCIA,banca.privada.global@empresa.es,+34729 45 23 75,2023-10-07
2791,Familia Mosquera S.L.L.,True,Taller/Pequeña Empresa,B 74040071,murcia,familia.mosquera.s.l@gmail.com,+34 826810450,2025-07-21
2621,SILVA Y ASOCIADOS S.A.,True,Distribuidor Mediano,A11547478,Murcia,silva.y.asociados.s.@gmail.com,+34 825 688 005,2025-10-09
4554,sanjuan y asociados s.coop.,True,Distribuidor Mediano,g21982151,VALENCIA,sanjuan.y.asociados.@gmail.com,+34 800 228 403,2025-07-23
2080,Abril Cabello Azcona S.Com.,True,Taller/Pequeña Empresa,K50407893,Málaga,abril.cabello.azcona@hotmail.com,+34 821 37 17 17,2021-08-19
1942,Construcción Carranza y asociados S.A.T.,True,Taller/Pequeña Empresa,d45675021,Sevilla,construcción.carranz@outlook.es,+34 988503446,2024-07-16
4496,Raimundo Bauzà Zorrilla,False,Consumidor Final,P-52995027,Zaragoza,raimundo.bauzà.zorri@empresa.es,+34 884 25 19 56,2024-10-29
3174,Consultoría SB S.L.L.,True,Distribuidor Mediano,k95095796,CASTELLON,consultoría.sb.s.l.l@gmail.com,+34913 572 289,2021-04-02
2995,ANA SOFÍA FERRÁNDIZ DOMÉNECH S.A.,True,Taller/Pequeña Empresa,C-67746387,sevilla,ana.sofía.ferrándiz.@gmail.com,+34925036192,2026-01-19
2795,Construcción PUJ S.A.,True,Distribuidor Mediano,U-61503459,Comunidad Valenciana,construcción.puj.s.a@hotmail.com,+34842 83 77 27,2020-08-29
1887,Logística Campos y asociados S.Com.,True,Distribuidor Mediano,D-15618266,Valencia,logística.campos.y.a@gmail.com,+34 926517208,2021-12-14
3602,Jódar y asociados S.Com.,True,Taller/Pequeña Empresa,G 20180118,valencia,jódar.y.asociados.s.@empresa.es,+34874 989 701,2025-11-23
1685,Villar & Asociados S.L.N.E,True,Taller/Pequeña Empresa,N 34037816,Madrid,villar.&.asociados.s@empresa.es ,,2021-10-15
1413,RESTAURACIÓN ALBEROLA & ASOCIADOS S.L.N.E,True,Taller/Pequeña Empresa,U43810519,Madrid,restauración.alberol@empresa.es,,2024-08-09
1789,Juan Pablo Canet Ramírez,False,Consumidor Final,j53515775,Valencia,juan.pablo.canet.ram@gmail.com,+34 820515542,2025-06-29
3846,Beltrán y asociados S.Com.,True,Taller/Pequeña Empresa,L-57971671,BILBAO,beltrán.y.asociados.@empresa.es,,2024-05-15
2345,Desarrollo ZZL S.Com.,True,Taller/Pequeña Empresa,E87706490,BARCELONA,desarrollo.zzl.s.com@outlook.es,+34745 348 640,2025-06-08
3577,Checa y asociados S.Com.,True,Taller/Pequeña Empresa,H29931688,MURCIA,checa.y.asociados.s.@empresa.es,+34 921 844 420,2021-04-30
3802,Moisés Comas Llabrés,False,Consumidor Final,W-27063807,Bilbao,moisés.comas.llabrés@hotmail.com,+34 975 67 51 25,2024-07-26
4510,Azahara Larrañaga-Escudero,False,Consumidor Final,W48070748,ZARAGOZA,azahara.larrañaga-es@outlook.es,+34942140489,2021-08-15
3471,Armida de Sales,False,Consumidor Final,d17052675,SEVILLA,armida.de.sales@empresa.es,+34 958418471,2021-12-29
1272,Cipriano Amo-Montaña,False,Consumidor Final,U-90108882,Alicante,cipriano.amo-montaña@hotmail.com,+34 876 04 07 85,2024-11-27
2503,Familia Vilar S.A.,True,Taller/Pequeña Empresa,V15360304,Bcn,familia.vilar.s.a.@gmail.com,+34 874 06 83 17,2022-10-16
1521,Comercializadora Castellana S.L.,True,Taller/Pequeña Empresa,k24935479,Málaga,comercializadora.cas@outlook.es,,2023-04-23
1522,Jonatan Arroyo Herrero,False,Consumidor Final,j80231557,valencia,jonatan.arroyo.herre@empresa.es,+34 842020417,2024-01-05
2606,Grupo Carrasco S.A.,True,Distribuidor Mediano,J-22550720,Malaga,grupo.carrasco.s.a.@gmail.com,+34 925 20 36 08,2024-01-06
1350,Distribuciones BGKG S.A.T.,True,Taller/Pequeña Empresa,s723063,Valencia (VLC),distribuciones.bgkg.@gmail.com,+34 949 13 86 12,2020-08-19
2552,Nélida de Vara,False,Consumidor Final,d298212,MADRID,nélida.de.vara@empresa.es,+34 921 45 40 06,2021-12-17
2563,Restauración NNVR S.L.,True,Taller/Pequeña Empresa,a63281778,Castellón,restauración.nnvr.s.gmail.com,+34972283391,2021-05-13
4241,LOGÍSTICA DEL MEDITERRÁNEO S.L.,True,Taller/Pequeña Empresa,Q-18970696,Comunidad de Madrid,logística.del.medite@hotmail.com,+34 925239188,2022-11-22
3008,Aristides Diéguez Armengol S.L.U.,True,Distribuidor Mediano,E 162635,MADRID,aristides.diéguez.ar@outlook.es,+34 839 918 431,2021-01-09
1651,Núñez & Asociados S.L.L.,True,Taller/Pequeña Empresa,k96871612,MURCIA,núñez.&.asociados.s.@hotmail.com,+34 986 926 738,2024-02-02
3971,Comercial Pombo & Asociados S.A.D,True,Distribuidor Mediano,E 21757659,Castellón,comercial.pombo.&.as@empresa.es,+34947 748 578,2021-11-26
4135,GASCÓN Y ASOCIADOS S.COOP.,True,Taller/Pequeña Empresa,B 48283180,Madrid,gascón.y.asociados.s@empresa.es,+34 821 24 93 16,2024-10-03
4370,Francisco y Hervás S.A.,True,Distribuidor Mediano,M 87763631,CASTELLON,francisco.y.hervás.s@hotmail.com,+34 900 601 726,2026-01-22
2618,Comercializadora Jaume S.Coop.,True,Taller/Pequeña Empresa,U42412874,MADRID,comercializadora.jau@hotmail.com,+34 975 092 071,2021-01-07
2641,Susana Ángel Valera,False,Consumidor Final,J 80627050,Alicante,susana.ángel.valera@gmail.com,+34 946054576,2025-10-06
2429,Angelina Tecla Montoya Ballester,False,Consumidor Final,V-94917104,Malaga,angelina.tecla.monto@empresa.es,+34 973 62 83 97,2024-03-10
2623,Fito Mercader-Baeza,False,Consumidor Final,A-91184381,Bizkaia,fito.mercader-baeza@hotmail.com,+34 825 82 27 20,2020-10-22
1168,Instalaciones Galan y asociados S.Com.,True,Fabricante Grande,L 21783073,Alicante,instalaciones.galan.@gmail.com ,+34925 844 198,2022-09-06
4375,ALIMENTACIÓN QWBM S.L.,True,Taller/Pequeña Empresa,N75767828,ZARAGOZA,alimentación.qwbm.s.@hotmail.com,+34 803 02 60 46,2023-11-24
1962,Familia Lloret S.L.N.E,True,Distribuidor Mediano,L59541127,Alicante,familia.lloret.s.l.n@hotmail,+34911 724 447,2021-03-25
1945,GRUPO FUENTE S.COOP.,True,Fabricante Grande,H-675729,MALAGA,grupo.fuente.s.coop.@empresa.es,+34 922037199,2024-07-16
1462,JORDÁN GAYA TAMARIT S.COOP.,True,Taller/Pequeña Empresa,W 585334,sevilla,jordán.gaya.tamarit.@empresa.es,+34 971 19 90 38,2022-02-05
3223,Rius y asociados S.Coop.,True,Distribuidor Mediano,J67588035,Malaga,rius.y.asociados.s.c@hotmail.com,+34806 13 24 95,2024-11-20
1328,Comas y Ballester S.A.,True,Taller/Pequeña Empresa,J-11529494,Madrid,comas.y.ballester.s.@empresa.es,+34846877217,2022-05-05
3817,HUERTA Y CISNEROS S.COOP.,True,Fabricante Grande,J344180,BILBAO,huerta.y.cisneros.s.@outlook.es,+34 927 910 385,2021-07-24
4576,Lara y asociados S.Com.,True,Taller/Pequeña Empresa,M-52061050,Castellón,lara.y.asociados.s.c@empresa.es,+34922742188,2024-08-18
1367,Josué Chamorro Sabater,False,Consumidor Final,A61447859,Malaga,josué.chamorro.sabat@empresa.es,+34 848318432,2021-07-28
4143,Industrias VIGA S.Com.,True,Taller/Pequeña Empresa,h351865,MURCIA,industrias.viga.s.co@empresa.es,+34 987 49 97 70,2024-09-24
3760,Rebeca Anguita Expósito S.L.,True,Distribuidor Mediano,C21010615,Valencia (VLC),rebeca.anguita.expós@empresa.es,+34941306670,2020-07-29
2940,Hermanos Romero S.L.L.,True,Distribuidor Mediano,D 88987309,Valencia (VLC),hermanos.romero.s.l.@empresa.es,+34976551887,2020-08-11
3645,SALAZAR Y MONTESINOS S.COM.,True,Taller/Pequeña Empresa,N-97877765,ALICANTE,salazar.y.montesinos@outlook.es,+34 824 137 983,2020-08-08
1772,Instalaciones Coello S.L.,True,Distribuidor Mediano,V-41688446,Valencia,instalaciones.coello@hotmail.com,,2025-05-19
3321,Clímaco Ferrán Zamorano S.Coop.,True,Taller/Pequeña Empresa,U-78453832,VALENCIA,clímaco.ferrán.zamor@gmail.com,+34887 02 23 46,2026-01-09
4257,CONSULTORÍA DUQUE S.A.,True,Distribuidor Mediano,A24551530,Barna,consultoría.duque.s.@empresa.es,+34943149842,2022-08-21
3866,TALLERES DEL SUR S.COOP.,True,Taller/Pequeña Empresa,W56698992,Murcia,talleres.del.sur.s.c@gmail.com,+34988 24 02 11,2022-12-14
1498,Pelayo del Reig,False,Consumidor Final,P 53298644,Bizkaia,pelayo.del.reig@gmail.com,+34928 009 751,2023-11-01
3746,Farmaceútica Española S.L.,True,Taller/Pequeña Empresa,B-93696724,CASTELLON,farmaceútica.español@outlook.es,+34887 402 936,2021-11-03
1435,Bermudez y Barba S.L.N.E,True,Taller/Pequeña Empresa,g21508969,MALAGA,bermudez.y.barba.s.l@outlook.es,+34 923 566 139,2025-11-02
1365,Infraestructuras Dávila y asociados S.L.,True,Taller/Pequeña Empresa,L33732951,madrid,infraestructuras.dáv@gmail.com,,2022-08-07
3063,Manu Adadia Cobo S.L.,True,Taller/Pequeña Empresa,l15522926,Alicante,manu.adadia.cobo.s.l@hotmail.com,+34 873 38 68 60,2023-06-12
1276,Hermanos Fortuny S.L.L.,True,Taller/Pequeña Empresa,M71532017,MURCIA,hermanos.fortuny.s.l@outlook.es,+34 924 250 029,2024-07-19
3417,Familia Jimenez S.L.N.E,True,Fabricante Grande,l41323894,Alacant,familia.jimenez.s.l.@gmail.com,+34981985664,2021-09-02
4451,Cabeza y Gelabert S.L.,True,Taller/Pequeña Empresa,w76424984,valencia,cabeza.y.gelabert.s.@outlook.es,+34 928 574 586,2021-03-06
2419,Eugenio de Ropero,False,Consumidor Final,L-75644207,MURCIA,eugenio.de.ropero@empresa.es,+34945 98 06 90,2026-03-11
1407,Marisol Tejada Marí S.A.,True,Fabricante Grande,p31390345,Bcn,marisol.tejada.marí.@gmail.com,+34 954 93 08 53,2022-11-12
2660,minería ibéricos s.a.,True,Taller/Pequeña Empresa,Q 12117054,MALAGA,minería.ibéricos.s.a@empresa.es,+34 949618507,2022-10-12
4223,Gallardo & Asociados S.C.P,True,Fabricante Grande,R-67494251,VALENCIA,gallardo.&.asociados@outlook.es,+34 715 319 841,2020-11-05
1844,roda y santos s.coop.,True,Distribuidor Mediano,N 193269,BARCELONA,roda.y.santos.s.coop@empresa.es,+34 883 984 362,2022-01-22
3570,Instalaciones QF S.Coop.,True,Taller/Pequeña Empresa,c24013687,Bcn,instalaciones.qf.s.c@outlook.es,+34877 074 179,2023-10-03
3902,TERUEL & ASOCIADOS S.COOP.,True,Fabricante Grande,s65137382,MURCIA,teruel.&.asociados.s@gmail.com,,2025-10-19
2801,Logística Ibérica S.L.N.E,True,Taller/Pequeña Empresa,H-24490208,MALAGA,logística.ibérica.s.@outlook.es,+34 947906764,2024-06-29
2729,Desarrollo Abascal & Asociados S.L.,True,Taller/Pequeña Empresa,C93760970,MADRID,desarrollo.abascal.&@outlook.es,+34 859877873,2025-04-13
3430,Consultoría GWRN S.Com.,True,Taller/Pequeña Empresa,d38157130,Malaga,consultoría.gwrn.s.c@empresa.es,+34 920156419,2022-10-25
3347,Hnos Hoyos S.A.  ,True,Taller/Pequeña Empresa,C 91204214,madrid,hnos.hoyos.s.a.@gmail.com,+34 879 654 018,2021-01-26
2222,Despacho Pascual & Asociados S.Coop.,True,Taller/Pequeña Empresa,H-96647914,sevilla,despacho.pascual.&.a@outlook.es,+34 877 055 978,2021-05-03
1855,Juan Sáenz Jaén S.L.  ,True,Distribuidor Mediano,F31658249,BARCELONA,juan.sáenz.jaén.s.l.@gmail.com,+34 971 21 97 05,2025-06-08
2360,Reinaldo Segarra Zamora,False,Consumidor Final,d32466075,Castellon,reinaldo.segarra.zam@empresa.es,+34 888 36 14 24,2022-02-07
3009,Restauración Pinedo S.A.,True,Taller/Pequeña Empresa,K27770796,Barcelona,restauración.pinedo.@hotmail.com,+34 923848580,2022-06-21
1944,FAMILIA SOTELO S.L.N.E,True,Distribuidor Mediano,B 41743155,Barcelona,familia.sotelo.s.l.n@outlook.es,+34883 00 56 43,2022-06-03
1199,Grupo Vega S.Coop.,True,Taller/Pequeña Empresa,P-33496796,Málaga,grupo.vega.s.coop.@gmail.com,+34 819977008,2023-09-02
3322,Inversiones Portillo y asociados S.A.,True,Taller/Pequeña Empresa,P-63695915,sevilla,inversiones.portillo@empresa.es,+34 949 33 04 11,2025-02-16
2764,MORERA Y DONAIRE S.A.,True,Distribuidor Mediano,m92696535,Alacant,morera.y.donaire.s.a@outlook.es,+34878 835 071,2026-01-26
1801,Nando Martín Otero S.A.,True,Distribuidor Mediano,G580259,ALICANTE,nando.martín.otero.s@hotmail.com,+34925265016,2023-04-30
3196,Promociones Ibéricos S.Coop.,True,Taller/Pequeña Empresa,b40425150,Castellon,promociones.ibéricos@outlook.es,+34 979 190 000,2021-07-21
3828,Supermercados Salas & Asociados S.Coop.,True,Taller/Pequeña Empresa,N-54523868,Bizkaia,supermercados.salas.@empresa.es,+34 988 837 434,2022-07-15
3947,Valentín Murcia Marín S.Com.,True,Taller/Pequeña Empresa,K-44612467,Alacant,valentín.murcia.marí@hotmail.com,+34 973 774 592,2022-08-16
1231,Instalaciones Castellana S.C.P,True,Taller/Pequeña Empresa,a12111482,Comunidad Valenciana,instalaciones.castel@gmail.com,+34987427978,2023-06-08
2173,Servicios XC S.Coop.,True,Taller/Pequeña Empresa,H70702699,Valencia (VLC),servicios.xc.s.coop.@outlook.es,+34841807711,2021-10-24
3573,Quintero & Asociados S.A.,True,Taller/Pequeña Empresa,u94028831,Barcelona,quintero.&.asociados@gmail.com,+34841302340,2022-08-21
3512,Grupo Águila S.Coop.,True,Taller/Pequeña Empresa,G-20912414,Zaragoza,grupo.águila.s.coop.@empresa.es,+34923120220,2020-12-20
3014,raya y catalán s.l.n.e,True,Taller/Pequeña Empresa,Q35182800,CASTELLON,raya.y.catalán.s.l.n@empresa.es,+34853596053,2026-02-10
3555,Máxima Carbó Polo,False,Consumidor Final,N43098160,murcia,máxima.carbó.polo@hotmail.com,+34 880 88 16 87,2024-07-26
2602,palau & asociados s.a.,True,Distribuidor Mediano,L42867782,MALAGA,palau.&.asociados.s.@hotmail.com,+34 948015153,2025-06-16
3943,Patiño y asociados S.L.,True,Taller/Pequeña Empresa,D53313930,Málaga,patiño.y.asociados.s@outlook.es,+34 986 815 590,2021-11-24
4472,restauración del levante s.com.,True,Taller/Pequeña Empresa,a51890862,Bcn,restauración.del.lev@outlook.es,+34 980791782,2025-02-26
3029,Meléndez y asociados S.Coop.,True,Taller/Pequeña Empresa,b34143808,Comunidad de Madrid,meléndez.y.asociados@outlook.es,+34807 645 315,2024-06-28
4240,FERRÁN Y ÁLVARO S.COM.,True,Taller/Pequeña Empresa,R 21347238,CASTELLON,ferrán.y.álvaro.s.co@outlook.es,+34942 484 427,2021-12-04
3587,Juan Manuel Jordá Zapata S.Coop.,True,Taller/Pequeña Empresa,C-28586879,Comunidad Valenciana,juan.manuel.jordá.za@gmail.com,+34 878391369,2022-02-27
1104,Coral Romeu-Amo,False,Consumidor Final,W-54024257,BARCELONA,coral.romeu-amo@gmail.com,+34884 024 455,2020-07-13
3704,SOLUCIONES LANDA S.A.,True,Taller/Pequeña Empresa,U 97806679,Barna,soluciones.landa.s.a@gmail.com,+34980 205 548,2025-04-01
2960,Talleres Española S.Coop.,True,Distribuidor Mediano,j81690032,murcia,talleres.española.s.@outlook.es,+34 708 649 426,2023-11-16
2882,losada y asociados s.l.,True,Taller/Pequeña Empresa,A34531277,Malaga,losada.y.asociados.s@hotmail.com,+34975 20 51 71,2020-08-27
3658,Inversiones Castellana S.Coop.  ,True,Distribuidor Mediano,Q 87070198,Castellón,inversiones.castella@empresa.es,+34874 07 17 76,2021-01-14
2376,Distribuciones Integrales S.L.,True,Taller/Pequeña Empresa,u21610244,Malaga,distribuciones.integ@empresa.es,+34986 995 729,2023-07-24
2370,Ruy Hernando-Arregui,False,Consumidor Final,K25613685,MALAGA,ruy.hernando-arregui@empresa.es ,+34 977482073,2025-01-27
3104,FÁBRICA TORRENS Y ASOCIADOS S.C.P,True,Taller/Pequeña Empresa,B67256197,Malaga,fábrica.torrens.y.as@hotmail.com,+34841 92 86 43,2026-01-30
3878,ambrosio briones amaya s.l.,True,Taller/Pequeña Empresa,F 45413896,BARCELONA,ambrosio.briones.ama@empresa.es,+34 874 434 499,2023-05-09
3357,Finanzas León S.Com.,True,Distribuidor Mediano,U 224361,Málaga,finanzas.león.s.com.@empresa.es,+34 873 48 89 33,2021-12-23
4033,Instalaciones Avanzadas S.Coop.,True,Distribuidor Mediano,a55499968,SEVILLA,instalaciones.avanza@empresa.es,+34 823734346,2022-09-13
2513,Isidora Carreño Ribera S.Com.,True,Fabricante Grande,H 56738646,Valencia (VLC),isidora.carreño.ribe@hotmail.com,+34888 16 61 23,2023-04-15
3384,Infraestructuras Nuñez & Asociados S.Coop.,True,Taller/Pequeña Empresa,U 21905405,VALENCIA,infraestructuras.nuñ@empresa.es,+34922 65 35 23,2025-06-21
2609,Familia Puga S.Coop.,True,Taller/Pequeña Empresa,J-99563301,Bizkaia,familia.puga.s.coop.@empresa.es,+34 811 867 740,2024-12-21
4549,Comercializadora Lorenzo y asociados S.L..,True,Distribuidor Mediano,U67403166,Sevilla,comercializadora.lor@gmail.com,+34 945850142,2023-11-02
2902,MORCILLO & ASOCIADOS S.L.,True,Taller/Pequeña Empresa,c25656264,Comunidad Valenciana,morcillo.&.asociados@outlook.es,+34 876 93 27 27,2021-07-14
3124,Óscar de Perales,False,Consumidor Final,U-35003381,Alacant,óscar.de.perales@outlook.es,+34883 23 06 00,2021-07-23
4441,Hermanos Peñas S.L.U.,True,Taller/Pequeña Empresa,K-16820288,valencia,hermanos.peñas.s.l.u@gmail.com,,2024-07-31
1994,Alimentación Castellana S.L.L.,True,Taller/Pequeña Empresa,S-23556377,Sevilla,alimentación.castell@gmail.com,+34985 18 67 02,2022-02-15
1464,Amador Canales Riera,False,Consumidor Final,V-27601200,SEVILLA,amador.canales.riera@gmail.com,+34 852 49 99 82,2026-01-20
3077,Instalaciones Collado S.L.N.E,True,Taller/Pequeña Empresa,R-19125390,VALENCIA,instalaciones.collad@empresa.es,+34927594698,2023-11-29
2228,Malena Amigó Rovira,False,Consumidor Final,J-89208997,BILBAO,malena.amigó.rovira@outlook.es,,2024-03-19
4250,Promociones SD S.Com.,True,Taller/Pequeña Empresa,k20209484,Barcelona,promociones.sd.s.com@hotmail.com,+34 834 51 83 47,2025-07-30
2894,TECNOLOGÍAS CALDERÓN S.A.,True,Taller/Pequeña Empresa,C62066056,Sevilla,tecnologías.calderón@gmail.com,+34821757691,2026-01-25
3423,buendía y asociados s.coop.,True,Taller/Pequeña Empresa,A 43717476,Bilbao,buendía.y.asociados.@gmail.com,+34807 953 267,2020-07-17
2966,Despacho Vicente & Asociados S.Com.,True,Distribuidor Mediano,N33422977,Bcn,despacho.vicente.&.a@hotmail.com,,2021-08-24
1212,Suministros Llorente S.Com.,True,Taller/Pequeña Empresa,m66420024,Zaragoza,suministros.llorente@outlook.es,+34978 154 379,2024-01-17
2036,Grupo Fonseca S.L.N.E,True,Taller/Pequeña Empresa,V 23810279,Castellón,grupo.fonseca.s.l.n.@empresa.es,+34 901 41 23 36,2021-01-06
4520,Peña y Bernat S.L..,True,Taller/Pequeña Empresa,W93650068,BILBAO,peña.y.bernat.s.l.@empresa.es,+34 988 251 286,2023-07-16
1900,MANUFACTURAS QN S.COOP.,True,Distribuidor Mediano,W-99086047,ZARAGOZA,manufacturas.qn.s.co@gmail.com,+34 914 72 81 23,2025-10-08
3883,Alberto Manjón Sanjuan S.A.D,True,Distribuidor Mediano,R47508261,murcia,alberto.manjón.sanju@hotmail.com,,2021-03-05
2402,Familia Campillo S.Com.,True,Fabricante Grande,F 66067933,Bcn,familia.campillo.s.c@hotmail.com,,2022-11-19
1741,Banca Privada Grande y asociados S.Com.,True,Taller/Pequeña Empresa,K-74103912,murcia,banca.privada.grande@empresa.es,+34 874 803 396,2023-07-01
4198,Infraestructuras Amigó S.Coop.,True,Distribuidor Mediano,B-50290217,Malaga,infraestructuras.ami@hotmail,+34959539087,2023-08-05
3823,Suministros UPEB S.A.,True,Distribuidor Mediano,V20689300,valencia,suministros.upeb.s.a@empresa.es,+34984 660 732,2022-11-16
2905,Minería Fuertes y asociados S.C.P,True,Distribuidor Mediano,e11137010,VALENCIA,minería.fuertes.y.as@hotmail.com,+34930708864,2025-03-10
1509,Familia Albero S.Com.,True,Taller/Pequeña Empresa,U-47038339,Castellón,familia.albero.s.com@gmail.com,+34985 175 344,2021-08-10
1597,Logística PDXU S.L.,True,Distribuidor Mediano,h81473736,VALENCIA,logística.pdxu.s.l.@outlook.es,+34 824 62 31 98,2025-11-11
4086,Benigno Jordán Ribas S.Coop.,True,Taller/Pequeña Empresa,B60460632,Madrid,benigno.jordán.ribas@empresa.es,+34828 018 770,2021-10-28
1981,Alimentación del Sur S.L.L.,True,Taller/Pequeña Empresa,D27930505,Sevilla,alimentación.del.sur@hotmail.com,+34 735 34 96 78,2021-03-22
2234,Aliaga y Viana S.L.,True,Taller/Pequeña Empresa,P20641221,Castellon,aliaga.y.viana.s.l.@empresa.es,+34 980 068 103,2023-11-21
4203,Jose Francisco Hierro Mateu,False,Consumidor Final,m77422867,CASTELLON,jose.francisco.hierr@gmail.com,+34 947 89 27 04,2023-03-09
1518,Moisés Cosme Egea Ariza,False,Consumidor Final,d22025190,Bcn,moisés.cosme.egea.ar@outlook.es,+34942 346 157,2020-12-26
3053,Ofelia Mateu,False,Consumidor Final,u63586934,VALENCIA,ofelia.mateu@empresa.es,+34980 42 25 67,2024-10-15
1767,Cecilio Morera Pla,False,Consumidor Final,S-47551535,ZARAGOZA,cecilio.morera.pla@outlook.es,+34886 34 71 28,2024-02-21
3415,Patricio Colom Villalobos,False,Consumidor Final,L442730,CASTELLON,patricio.colom.villa@empresa.es,+34 945060480,2021-06-30
1421,Infraestructuras Pedraza y asociados S.A.,True,Taller/Pequeña Empresa,K-92724080,Bcn,infraestructuras.ped@hotmail.com,+34 982 62 09 59,2021-11-14
1123,Torre & Asociados S.A.T.,True,Distribuidor Mediano,C-14114726,MADRID,torre.&.asociados.s.@outlook.es,+34 843 21 41 88,2025-04-19
