cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta,nif_valido,email_valido,telefono_valido
2736,Hermanos Escobar S.C.P,True,Taller/Pequeña Empresa,F65289687,Sevilla,hermanos.escobar.s.c@outlook.es,+34 986 38 05 82,2025-10-25,Válido,Válido,Válido
3942,Espiridión Expósito Villalba S.L.N.E,True,Taller/Pequeña Empresa,V73970480,Málaga,espiridión.expósito.@empresa.es,+34964 295 185,2021-07-23,Válido,Válido,Válido
4339,Guerra Y Antúnez S.Coop.,True,Taller/Pequeña Empresa,H44647379,Barcelona,guerra.y.antúnez.s.c@hotmail.com,+34 886 131 985,2025-12-09,Válido,Válido,Válido
1012,Reyes De Morante,False,Consumidor Final,S45351479,Sevilla,reyes.de.morante@gmail.com,,2023-04-23,Válido,Válido,Revisar
1111,Paz Paredes Borja S.Com.,True,Distribuidor Mediano,E13460153,Castellón,paz.paredes.borja.s.@hotmail.com,+34 827 369 681,2022-10-10,Válido,Válido,Válido
3144,Construcción Uak S.Coop.,True,Taller/Pequeña Empresa,M56297922,Málaga,construcción.uak.s.c,+34733 07 37 26,2020-11-01,Válido,Revisar,Válido
4333,Juliá Y Asociados S.L.L.,True,Distribuidor Mediano,B49641527,Valencia,juliá.y.asociados.s.@gmail.com,+34 873 93 16 49,2020-07-12,Válido,Válido,Válido
3515,Gaspar Donoso Ramirez,False,Consumidor Final,A63748388,Valencia,gaspar.donoso.ramire@gmail.com,,2024-05-30,Válido,Válido,Revisar
4318,Nazario Campos,False,Consumidor Final,E262992,Barcelona,nazario.campos@empresa.es,+34 873245275,2022-11-18,Revisar,Válido,Válido
3618,Carmina Puente Prats,False,Consumidor Final,J28999328,Valencia,carmina.puente.prats@empresa.es,,2024-08-31,Válido,Válido,Revisar
3608,Comercializadora Castellana S.C.P,True,Taller/Pequeña Empresa,G81982274,Zaragoza,comercializadora.cas@empresa.es ,+34883817736,2025-06-02,Válido,Válido,Válido
4089,Talleres Gta S.Coop.,True,Taller/Pequeña Empresa,G39571749,Murcia,talleres.gta.s.coop.@hotmail.com,+34 844 46 92 47,2020-08-16,Válido,Válido,Válido
2798,Soluciones Lara & Asociados S.L.N.E,True,Distribuidor Mediano,U63704612,Valencia,soluciones.lara.&.as@gmail.com,+34 841038802,2023-04-26,Válido,Válido,Válido
2431,Comercial Sanchez S.L.N.E,True,Taller/Pequeña Empresa,Q18982581,Bilbao,comercial.sanchez.s.@empresa.es,+34945629250,2023-09-10,Válido,Válido,Válido
1472,Tecla Naranjo Sevillano S.L.,True,Fabricante Grande,N91253395,Barcelona,tecla.naranjo.sevill@outlook.es,+34947 084 958,2023-07-31,Válido,Válido,Válido
1490,Supermercados Qv S.Coop.,True,Taller/Pequeña Empresa,P94947603,Alicante,supermercados.qv.s.c@gmail.com,+34941570132,2025-08-07,Válido,Válido,Válido
2741,Minería Iberia S.Coop.,True,Taller/Pequeña Empresa,W99485713,Valencia,minería.iberia.s.coo@outlook.es,+34818750677,2022-09-18,Válido,Válido,Válido
2807,Cañas Y Oller S.C.P,True,Distribuidor Mediano,W53815113,Barcelona,cañas.y.oller.s.c.p@outlook.es,+34 848 04 12 31,2024-01-05,Válido,Válido,Válido
1831,Consultoría Almazán & Asociados S.A.,True,Taller/Pequeña Empresa,G631367,Málaga,consultoría.almazán.@outlook.es,+34900 186 203,2020-08-20,Revisar,Válido,Válido
3836,Melchor Arregui Arnal,False,Consumidor Final,C52720637,Castellón,melchor.arregui.arna@outlook.es,+34901 158 933,2021-09-29,Válido,Válido,Válido
3580,Soluciones Avanzadas S.Com.,True,Distribuidor Mediano,A99563347,Sevilla,soluciones.avanzadas@hotmail.com,,2020-08-21,Válido,Válido,Revisar
4386,Despacho Palacio & Asociados S.A.,True,Distribuidor Mediano,K89344365,Bilbao,despacho.palacio.&.a@empresa.es,+34 738 64 14 86,2024-04-07,Válido,Válido,Válido
3229,Damián Torrens Sanmartín S.Coop.,True,Taller/Pequeña Empresa,V67019882,Bilbao,damián.torrens.sanma@empresa.es,+34 800 190 271,2022-10-29,Válido,Válido,Válido
3212,Cuesta Y Cózar S.C.P,True,Fabricante Grande,J59635288,Zaragoza,cuesta.y.cózar.s.c.p@outlook.es,+34 888 510 462,2022-04-23,Válido,Válido,Válido
3946,Ortuño & Asociados S.Com.,True,Taller/Pequeña Empresa,K33866225,Madrid,ortuño.&.asociados.s@outlook.es,+34922881082,2024-04-25,Válido,Válido,Válido
2957,Familia Quesada S.L.,True,Taller/Pequeña Empresa,U16570619,Zaragoza,familia.quesada.s.l.@gmail.com,,2023-10-27,Válido,Válido,Revisar
3439,Cervera Y Valcárcel S.A.,True,Distribuidor Mediano,S38198860,Bizkaia,cervera.y.valcárcel.@outlook.es,+34922364991,2021-02-10,Válido,Válido,Válido
3092,Infraestructuras Arribas Y Asociados S.Com.,True,Distribuidor Mediano,F55685117,Murcia,infraestructuras.arr@gmail.com,+34982 83 11 41,2022-04-09,Válido,Válido,Válido
2427,Irma Portillo,False,Consumidor Final,M27197789,Bilbao,irma.portillo@gmail.com,+34 943 10 16 83,2020-12-05,Válido,Válido,Válido
1655,Hnos Nicolau S.L.U.,True,Distribuidor Mediano,N58461306,Alicante,hnos.nicolau.s.l.u.@outlook.es,+34 987 935 449,2024-05-13,Válido,Válido,Válido
2732,Hermanos Cárdenas S.Coop.,True,Taller/Pequeña Empresa,N28208868,Murcia,hermanos.cárdenas.s.@gmail.com,+34986314789,2024-12-09,Válido,Válido,Válido
1361,Hnos Garcia S.L.N.E,True,Taller/Pequeña Empresa,L34571018,Castellón,hnos.garcia.s.l.n.e@empresa.es,+34 883 88 72 56,2021-10-12,Válido,Válido,Válido
1135,Minería Mg S.L.,True,Taller/Pequeña Empresa,C78093604,Barcelona,minería.mg.s.l.@outlook.es,+34922205852,2025-04-09,Válido,Válido,Válido
4064,Supermercados Montero & Asociados S.L.N.E,True,Taller/Pequeña Empresa,N38097221,Barcelona,supermercados.monter@gmail.com,+34 831 27 59 63,2024-11-07,Válido,Válido,Válido
3632,Cid Y Andrés S.L.N.E,True,Fabricante Grande,U12790536,Valencia,cid.y.andrés.s.l.n.e@gmail.com,+34 828 663 166,2024-01-07,Válido,Válido,Válido
2235,Hotel Del Sur S.A.,True,Taller/Pequeña Empresa,M16554015,Málaga,hotel.del.sur.s.a.@empresa.es,+34822958263,2021-05-16,Válido,Válido,Válido
3740,Paz Y Rosado S.L.,True,Taller/Pequeña Empresa,J32915798,Castellón,paz.y.rosado.s.l.@empresa.es,+34928794575,2023-10-07,Válido,Válido,Válido
1366,Juan Infante Peñalver,False,Consumidor Final,R31264801,Murcia,juan.infante.peñalve@empresa.es,+34 877 865 577,2025-08-07,Válido,Válido,Válido
4308,Construcción Española S.Coop.,True,Taller/Pequeña Empresa,M495007,Alicante,construcción.español@gmail.com,+34981637085,2024-05-02,Revisar,Válido,Válido
3661,Nilda Aroca Exposito,False,Consumidor Final,C54332968,Sevilla,nilda.aroca.exposito@outlook.es,+34 877126532,2023-02-19,Válido,Válido,Válido
1029,Despacho Btcw S.A.,True,Fabricante Grande,U11049999,Murcia,despacho.btcw.s.a.@gmail.com,+34 928053315,2024-12-25,Válido,Válido,Válido
4024,Banco Fabra Y Asociados S.Coop.,True,Distribuidor Mediano,M21560307,Valencia,banco.fabra.y.asocia@outlook.es,,2025-05-30,Válido,Válido,Revisar
1022,Farmaceútica Ej S.A.U,True,Taller/Pequeña Empresa,R75181648,Bilbao,farmaceútica.ej.s.a.@outlook.es,+34 839 39 90 91,2022-11-28,Válido,Válido,Válido
2553,Eloísa Solera Nevado,False,Consumidor Final,P74638823,Barcelona,eloísa.solera.nevado@gmail.com,+34844 31 12 32,2025-11-14,Válido,Válido,Válido
4512,Desarrollo Del Sur S.Coop. Sl,True,Distribuidor Mediano,R77889872,Bilbao,desarrollo.del.sur.s@empresa.es,+34876 765 547,2022-10-14,Válido,Válido,Válido
2322,Lupe Blanca Ariza,False,Consumidor Final,N42542841,Valencia,lupe.blanca.ariza@outlook.es,+34 632 671 494,2024-01-14,Válido,Válido,Válido
1695,Comercial Gámez S.Coop.,True,Taller/Pequeña Empresa,M50201014,Alicante,comercial.gámez.s.co@empresa.es,+34 807653331,2022-06-18,Válido,Válido,Válido
1420,Goyo Estévez Oliveras S.Com.,True,Taller/Pequeña Empresa,M54406060,Castellón,goyo.estévez.olivera@empresa.es,+34975 49 82 18,2021-05-22,Válido,Válido,Válido
4600,Distribuciones Tovar S.C.P S.L.,True,Taller/Pequeña Empresa,B82764376,Madrid,distribuciones.tovar@gmail.com,+34865 79 05 07,2021-04-13,Válido,Válido,Válido
1460,Manufacturas Conesa S.A.,True,Distribuidor Mediano,V39808788,Málaga,manufacturas.conesa.@gmail.com,+34844206447,2022-02-27,Válido,Válido,Válido
1087,Construcción Ariza S.Com.,True,Taller/Pequeña Empresa,Q29944139,Castellón,construcción.ariza.s@hotmail.com,+34 971095214,2022-05-18,Válido,Válido,Válido
1282,Alimentación Um S.L.N.E,True,Taller/Pequeña Empresa,D23747542,Barcelona,alimentación.um.s.l.@hotmail.com,+34947 765 861,2025-04-06,Válido,Válido,Válido
2725,Hermanos Caballero S.A.,True,Distribuidor Mediano,N92800066,Zaragoza,hermanos.caballero.s@outlook.es,+34 827380049,2023-07-28,Válido,Válido,Válido
2091,Piñeiro Y Moreno S.Coop.,True,Taller/Pequeña Empresa,G83374285,Madrid,piñeiro.y.moreno.s.c@outlook.es,+34 873 398 741,2020-12-04,Válido,Válido,Válido
2174,Espinosa Y Blanes S.L.,True,Taller/Pequeña Empresa,C94545602,Alicante,espinosa.y.blanes.s.@empresa.es,+34820 369 572,2023-01-15,Válido,Válido,Válido
4453,Despacho Sáez Y Asociados S.Coop.,True,Taller/Pequeña Empresa,J51064636,Castellón,despacho.sáez.y.asoc@empresa.es,+34 983 192 069,2022-09-13,Válido,Válido,Válido
2078,Comercial Dmn S.L.,True,Distribuidor Mediano,H57597933,Madrid,comercial.dmn.s.l.@outlook.es,+34880372094,2023-09-03,Válido,Válido,Válido
1859,Servicios Krq S.L.U.,True,Distribuidor Mediano,H184787,Valencia,servicios.krq.s.l.u.@empresa.es,+34978 37 14 70,2023-08-19,Revisar,Válido,Válido
1533,Industrias Xevm S.L.N.E,True,Taller/Pequeña Empresa,G30395330,Castellón,industrias.xevm.s.l.@empresa.es,+34 878153136,2025-07-01,Válido,Válido,Válido
3965,Villegas & Asociados S.L.,True,Taller/Pequeña Empresa,H39704405,Sevilla,villegas.&.asociados@outlook.es,+34976 74 49 92,2022-04-15,Válido,Válido,Válido
2338,Soluciones Cáceres Y Asociados S.A.D,True,Distribuidor Mediano,K88094160,Murcia,soluciones.cáceres.y@empresa.es,+34847 51 44 88,2024-03-03,Válido,Válido,Válido
4340,Leonor Bauzà Zabaleta,False,Consumidor Final,S75159689,Barcelona,leonor.bauzà.zabalet@hotmail.com,+34 876 21 30 54,2021-03-22,Válido,Válido,Válido
4072,Concepción Mateos Cañas S.A.,True,Taller/Pequeña Empresa,U54464700,Zaragoza,concepción.mateos.ca@gmail.com ,+34976 223 956,2024-11-02,Válido,Válido,Válido
3894,Navarro Y Valderrama S.A.,True,Distribuidor Mediano,A72350425,Bizkaia,navarro.y.valderrama@hotmail.com,+34 945768777,2022-08-08,Válido,Válido,Válido
4519,Calderón Y Asociados S.Com. Sl,True,Taller/Pequeña Empresa,K13549093,Madrid,calderón.y.asociados@outlook.es,+34 887 98 36 71,2021-12-29,Válido,Válido,Válido
4032,Luz Y Asociados S.L.U.,True,Taller/Pequeña Empresa,D85056573,Murcia,luz.y.asociados.s.l.@empresa.es,+34621 354 692,2021-04-29,Válido,Válido,Válido
4584,Abraham Del Toledo Sl,False,Consumidor Final,H47862613,Madrid,abraham.del.toledo@gmail.com,,2024-07-28,Válido,Válido,Revisar
3019,Banca Privada Globales S.Com.,True,Taller/Pequeña Empresa,M12880851,Murcia,banca.privada.global@empresa.es,+34729 45 23 75,2023-10-07,Válido,Válido,Válido
2791,Familia Mosquera S.L.L.,True,Taller/Pequeña Empresa,B74040071,Murcia,familia.mosquera.s.l@gmail.com,+34 826810450,2025-07-21,Válido,Válido,Válido
2621,Silva Y Asociados S.A.,True,Distribuidor Mediano,A11547478,Murcia,silva.y.asociados.s.@gmail.com,+34 825 688 005,2025-10-09,Válido,Válido,Válido
4554,Sanjuan Y Asociados S.Coop.,True,Distribuidor Mediano,G21982151,Valencia,sanjuan.y.asociados.@gmail.com,+34 800 228 403,2025-07-23,Válido,Válido,Válido
2080,Abril Cabello Azcona S.Com.,True,Taller/Pequeña Empresa,K50407893,Málaga,abril.cabello.azcona@hotmail.com,+34 821 37 17 17,2021-08-19,Válido,Válido,Válido
1942,Construcción Carranza Y Asociados S.A.T.,True,Taller/Pequeña Empresa,D45675021,Sevilla,construcción.carranz@outlook.es,+34 988503446,2024-07-16,Válido,Válido,Válido
4496,Raimundo Bauzà Zorrilla,False,Consumidor Final,P52995027,Zaragoza,raimundo.bauzà.zorri@empresa.es,+34 884 25 19 56,2024-10-29,Válido,Válido,Válido
3174,Consultoría Sb S.L.L.,True,Distribuidor Mediano,K95095796,Castellón,consultoría.sb.s.l.l@gmail.com,+34913 572 289,2021-04-02,Válido,Válido,Válido
2995,Ana Sofía Ferrándiz Doménech S.A.,True,Taller/Pequeña Empresa,C67746387,Sevilla,ana.sofía.ferrándiz.@gmail.com,+34925036192,2026-01-19,Válido,Válido,Válido
2795,Construcción Puj S.A.,True,Distribuidor Mediano,U61503459,Valencia,construcción.puj.s.a@hotmail.com,+34842 83 77 27,2020-08-29,Válido,Válido,Válido
1887,Logística Campos Y Asociados S.Com.,True,Distribuidor Mediano,D15618266,Valencia,logística.campos.y.a@gmail.com,+34 926517208,2021-12-14,Válido,Válido,Válido
3602,Jódar Y Asociados S.Com.,True,Taller/Pequeña Empresa,G20180118,Valencia,jódar.y.asociados.s.@empresa.es,+34874 989 701,2025-11-23,Válido,Válido,Válido
1685,Villar & Asociados S.L.N.E,True,Taller/Pequeña Empresa,N34037816,Madrid,villar.&.asociados.s@empresa.es ,,2021-10-15,Válido,Válido,Revisar
1413,Restauración Alberola & Asociados S.L.N.E,True,Taller/Pequeña Empresa,U43810519,Madrid,restauración.alberol@empresa.es,,2024-08-09,Válido,Válido,Revisar
1789,Juan Pablo Canet Ramírez,False,Consumidor Final,J53515775,Valencia,juan.pablo.canet.ram@gmail.com,+34 820515542,2025-06-29,Válido,Válido,Válido
3846,Beltrán Y Asociados S.Com.,True,Taller/Pequeña Empresa,L57971671,Bilbao,beltrán.y.asociados.@empresa.es,,2024-05-15,Válido,Válido,Revisar
2345,Desarrollo Zzl S.Com.,True,Taller/Pequeña Empresa,E87706490,Barcelona,desarrollo.zzl.s.com@outlook.es,+34745 348 640,2025-06-08,Válido,Válido,Válido
3577,Checa Y Asociados S.Com.,True,Taller/Pequeña Empresa,H29931688,Murcia,checa.y.asociados.s.@empresa.es,+34 921 844 420,2021-04-30,Válido,Válido,Válido
3802,Moisés Comas Llabrés,False,Consumidor Final,W27063807,Bilbao,moisés.comas.llabrés@hotmail.com,+34 975 67 51 25,2024-07-26,Válido,Válido,Válido
4510,Azahara Larrañaga-Escudero,False,Consumidor Final,W48070748,Zaragoza,azahara.larrañaga-es@outlook.es,+34942140489,2021-08-15,Válido,Válido,Válido
3471,Armida De Sales,False,Consumidor Final,D17052675,Sevilla,armida.de.sales@empresa.es,+34 958418471,2021-12-29,Válido,Válido,Válido
1272,Cipriano Amo-Montaña,False,Consumidor Final,U90108882,Alicante,cipriano.amo-montaña@hotmail.com,+34 876 04 07 85,2024-11-27,Válido,Válido,Válido
2503,Familia Vilar S.A.,True,Taller/Pequeña Empresa,V15360304,Barcelona,familia.vilar.s.a.@gmail.com,+34 874 06 83 17,2022-10-16,Válido,Válido,Válido
1521,Comercializadora Castellana S.L.,True,Taller/Pequeña Empresa,K24935479,Málaga,comercializadora.cas@outlook.es,,2023-04-23,Válido,Válido,Revisar
1522,Jonatan Arroyo Herrero,False,Consumidor Final,J80231557,Valencia,jonatan.arroyo.herre@empresa.es,+34 842020417,2024-01-05,Válido,Válido,Válido
2606,Grupo Carrasco S.A.,True,Distribuidor Mediano,J22550720,Málaga,grupo.carrasco.s.a.@gmail.com,+34 925 20 36 08,2024-01-06,Válido,Válido,Válido
1350,Distribuciones Bgkg S.A.T.,True,Taller/Pequeña Empresa,S723063,Valencia,distribuciones.bgkg.@gmail.com,+34 949 13 86 12,2020-08-19,Revisar,Válido,Válido
2552,Nélida De Vara,False,Consumidor Final,D298212,Madrid,nélida.de.vara@empresa.es,+34 921 45 40 06,2021-12-17,Revisar,Válido,Válido
2563,Restauración Nnvr S.L.,True,Taller/Pequeña Empresa,A63281778,Castellón,restauración.nnvr.s.gmail.com,+34972283391,2021-05-13,Válido,Revisar,Válido
4241,Logística Del Mediterráneo S.L.,True,Taller/Pequeña Empresa,Q18970696,Madrid,logística.del.medite@hotmail.com,+34 925239188,2022-11-22,Válido,Válido,Válido
3008,Aristides Diéguez Armengol S.L.U.,True,Distribuidor Mediano,E162635,Madrid,aristides.diéguez.ar@outlook.es,+34 839 918 431,2021-01-09,Revisar,Válido,Válido
1651,Núñez & Asociados S.L.L.,True,Taller/Pequeña Empresa,K96871612,Murcia,núñez.&.asociados.s.@hotmail.com,+34 986 926 738,2024-02-02,Válido,Válido,Válido
3971,Comercial Pombo & Asociados S.A.D,True,Distribuidor Mediano,E21757659,Castellón,comercial.pombo.&.as@empresa.es,+34947 748 578,2021-11-26,Válido,Válido,Válido
4135,Gascón Y Asociados S.Coop.,True,Taller/Pequeña Empresa,B48283180,Madrid,gascón.y.asociados.s@empresa.es,+34 821 24 93 16,2024-10-03,Válido,Válido,Válido
4370,Francisco Y Hervás S.A.,True,Distribuidor Mediano,M87763631,Castellón,francisco.y.hervás.s@hotmail.com,+34 900 601 726,2026-01-22,Válido,Válido,Válido
2618,Comercializadora Jaume S.Coop.,True,Taller/Pequeña Empresa,U42412874,Madrid,comercializadora.jau@hotmail.com,+34 975 092 071,2021-01-07,Válido,Válido,Válido
2641,Susana Ángel Valera,False,Consumidor Final,J80627050,Alicante,susana.ángel.valera@gmail.com,+34 946054576,2025-10-06,Válido,Válido,Válido
2429,Angelina Tecla Montoya Ballester,False,Consumidor Final,V94917104,Málaga,angelina.tecla.monto@empresa.es,+34 973 62 83 97,2024-03-10,Válido,Válido,Válido
2623,Fito Mercader-Baeza,False,Consumidor Final,A91184381,Bizkaia,fito.mercader-baeza@hotmail.com,+34 825 82 27 20,2020-10-22,Válido,Válido,Válido
1168,Instalaciones Galan Y Asociados S.Com.,True,Fabricante Grande,L21783073,Alicante,instalaciones.galan.@gmail.com ,+34925 844 198,2022-09-06,Válido,Válido,Válido
4375,Alimentación Qwbm S.L.,True,Taller/Pequeña Empresa,N75767828,Zaragoza,alimentación.qwbm.s.@hotmail.com,+34 803 02 60 46,2023-11-24,Válido,Válido,Válido
1962,Familia Lloret S.L.N.E,True,Distribuidor Mediano,L59541127,Alicante,familia.lloret.s.l.n@hotmail,+34911 724 447,2021-03-25,Válido,Revisar,Válido
1945,Grupo Fuente S.Coop.,True,Fabricante Grande,H675729,Málaga,grupo.fuente.s.coop.@empresa.es,+34 922037199,2024-07-16,Revisar,Válido,Válido
1462,Jordán Gaya Tamarit S.Coop.,True,Taller/Pequeña Empresa,W585334,Sevilla,jordán.gaya.tamarit.@empresa.es,+34 971 19 90 38,2022-02-05,Revisar,Válido,Válido
3223,Rius Y Asociados S.Coop.,True,Distribuidor Mediano,J67588035,Málaga,rius.y.asociados.s.c@hotmail.com,+34806 13 24 95,2024-11-20,Válido,Válido,Válido
1328,Comas Y Ballester S.A.,True,Taller/Pequeña Empresa,J11529494,Madrid,comas.y.ballester.s.@empresa.es,+34846877217,2022-05-05,Válido,Válido,Válido
3817,Huerta Y Cisneros S.Coop.,True,Fabricante Grande,J344180,Bilbao,huerta.y.cisneros.s.@outlook.es,+34 927 910 385,2021-07-24,Revisar,Válido,Válido
4576,Lara Y Asociados S.Com.,True,Taller/Pequeña Empresa,M52061050,Castellón,lara.y.asociados.s.c@empresa.es,+34922742188,2024-08-18,Válido,Válido,Válido
1367,Josué Chamorro Sabater,False,Consumidor Final,A61447859,Málaga,josué.chamorro.sabat@empresa.es,+34 848318432,2021-07-28,Válido,Válido,Válido
4143,Industrias Viga S.Com.,True,Taller/Pequeña Empresa,H351865,Murcia,industrias.viga.s.co@empresa.es,+34 987 49 97 70,2024-09-24,Revisar,Válido,Válido
3760,Rebeca Anguita Expósito S.L.,True,Distribuidor Mediano,C21010615,Valencia,rebeca.anguita.expós@empresa.es,+34941306670,2020-07-29,Válido,Válido,Válido
2940,Hermanos Romero S.L.L.,True,Distribuidor Mediano,D88987309,Valencia,hermanos.romero.s.l.@empresa.es,+34976551887,2020-08-11,Válido,Válido,Válido
3645,Salazar Y Montesinos S.Com.,True,Taller/Pequeña Empresa,N97877765,Alicante,salazar.y.montesinos@outlook.es,+34 824 137 983,2020-08-08,Válido,Válido,Válido
1772,Instalaciones Coello S.L.,True,Distribuidor Mediano,V41688446,Valencia,instalaciones.coello@hotmail.com,,2025-05-19,Válido,Válido,Revisar
3321,Clímaco Ferrán Zamorano S.Coop.,True,Taller/Pequeña Empresa,U78453832,Valencia,clímaco.ferrán.zamor@gmail.com,+34887 02 23 46,2026-01-09,Válido,Válido,Válido
4257,Consultoría Duque S.A.,True,Distribuidor Mediano,A24551530,Barcelona,consultoría.duque.s.@empresa.es,+34943149842,2022-08-21,Válido,Válido,Válido
3866,Talleres Del Sur S.Coop.,True,Taller/Pequeña Empresa,W56698992,Murcia,talleres.del.sur.s.c@gmail.com,+34988 24 02 11,2022-12-14,Válido,Válido,Válido
1498,Pelayo Del Reig,False,Consumidor Final,P53298644,Bizkaia,pelayo.del.reig@gmail.com,+34928 009 751,2023-11-01,Válido,Válido,Válido
3746,Farmaceútica Española S.L.,True,Taller/Pequeña Empresa,B93696724,Castellón,farmaceútica.español@outlook.es,+34887 402 936,2021-11-03,Válido,Válido,Válido
1435,Bermudez Y Barba S.L.N.E,True,Taller/Pequeña Empresa,G21508969,Málaga,bermudez.y.barba.s.l@outlook.es,+34 923 566 139,2025-11-02,Válido,Válido,Válido
1365,Infraestructuras Dávila Y Asociados S.L.,True,Taller/Pequeña Empresa,L33732951,Madrid,infraestructuras.dáv@gmail.com,,2022-08-07,Válido,Válido,Revisar
3063,Manu Adadia Cobo S.L.,True,Taller/Pequeña Empresa,L15522926,Alicante,manu.adadia.cobo.s.l@hotmail.com,+34 873 38 68 60,2023-06-12,Válido,Válido,Válido
1276,Hermanos Fortuny S.L.L.,True,Taller/Pequeña Empresa,M71532017,Murcia,hermanos.fortuny.s.l@outlook.es,+34 924 250 029,2024-07-19,Válido,Válido,Válido
3417,Familia Jimenez S.L.N.E,True,Fabricante Grande,L41323894,Alicante,familia.jimenez.s.l.@gmail.com,+34981985664,2021-09-02,Válido,Válido,Válido
4451,Cabeza Y Gelabert S.L.,True,Taller/Pequeña Empresa,W76424984,Valencia,cabeza.y.gelabert.s.@outlook.es,+34 928 574 586,2021-03-06,Válido,Válido,Válido
2419,Eugenio De Ropero,False,Consumidor Final,L75644207,Murcia,eugenio.de.ropero@empresa.es,+34945 98 06 90,2026-03-11,Válido,Válido,Válido
1407,Marisol Tejada Marí S.A.,True,Fabricante Grande,P31390345,Barcelona,marisol.tejada.marí.@gmail.com,+34 954 93 08 53,2022-11-12,Válido,Válido,Válido
2660,Minería Ibéricos S.A.,True,Taller/Pequeña Empresa,Q12117054,Málaga,minería.ibéricos.s.a@empresa.es,+34 949618507,2022-10-12,Válido,Válido,Válido
4223,Gallardo & Asociados S.C.P,True,Fabricante Grande,R67494251,Valencia,gallardo.&.asociados@outlook.es,+34 715 319 841,2020-11-05,Válido,Válido,Válido
1844,Roda Y Santos S.Coop.,True,Distribuidor Mediano,N193269,Barcelona,roda.y.santos.s.coop@empresa.es,+34 883 984 362,2022-01-22,Revisar,Válido,Válido
3570,Instalaciones Qf S.Coop.,True,Taller/Pequeña Empresa,C24013687,Barcelona,instalaciones.qf.s.c@outlook.es,+34877 074 179,2023-10-03,Válido,Válido,Válido
3902,Teruel & Asociados S.Coop.,True,Fabricante Grande,S65137382,Murcia,teruel.&.asociados.s@gmail.com,,2025-10-19,Válido,Válido,Revisar
2801,Logística Ibérica S.L.N.E,True,Taller/Pequeña Empresa,H24490208,Málaga,logística.ibérica.s.@outlook.es,+34 947906764,2024-06-29,Válido,Válido,Válido
2729,Desarrollo Abascal & Asociados S.L.,True,Taller/Pequeña Empresa,C93760970,Madrid,desarrollo.abascal.&@outlook.es,+34 859877873,2025-04-13,Válido,Válido,Válido
3430,Consultoría Gwrn S.Com.,True,Taller/Pequeña Empresa,D38157130,Málaga,consultoría.gwrn.s.c@empresa.es,+34 920156419,2022-10-25,Válido,Válido,Válido
3347,Hnos Hoyos S.A.,True,Taller/Pequeña Empresa,C91204214,Madrid,hnos.hoyos.s.a.@gmail.com,+34 879 654 018,2021-01-26,Válido,Válido,Válido
2222,Despacho Pascual & Asociados S.Coop.,True,Taller/Pequeña Empresa,H96647914,Sevilla,despacho.pascual.&.a@outlook.es,+34 877 055 978,2021-05-03,Válido,Válido,Válido
1855,Juan Sáenz Jaén S.L.,True,Distribuidor Mediano,F31658249,Barcelona,juan.sáenz.jaén.s.l.@gmail.com,+34 971 21 97 05,2025-06-08,Válido,Válido,Válido
2360,Reinaldo Segarra Zamora,False,Consumidor Final,D32466075,Castellón,reinaldo.segarra.zam@empresa.es,+34 888 36 14 24,2022-02-07,Válido,Válido,Válido
3009,Restauración Pinedo S.A.,True,Taller/Pequeña Empresa,K27770796,Barcelona,restauración.pinedo.@hotmail.com,+34 923848580,2022-06-21,Válido,Válido,Válido
1944,Familia Sotelo S.L.N.E,True,Distribuidor Mediano,B41743155,Barcelona,familia.sotelo.s.l.n@outlook.es,+34883 00 56 43,2022-06-03,Válido,Válido,Válido
1199,Grupo Vega S.Coop.,True,Taller/Pequeña Empresa,P33496796,Málaga,grupo.vega.s.coop.@gmail.com,+34 819977008,2023-09-02,Válido,Válido,Válido
3322,Inversiones Portillo Y Asociados S.A.,True,Taller/Pequeña Empresa,P63695915,Sevilla,inversiones.portillo@empresa.es,+34 949 33 04 11,2025-02-16,Válido,Válido,Válido
2764,Morera Y Donaire S.A.,True,Distribuidor Mediano,M92696535,Alicante,morera.y.donaire.s.a@outlook.es,+34878 835 071,2026-01-26,Válido,Válido,Válido
1801,Nando Martín Otero S.A.,True,Distribuidor Mediano,G580259,Alicante,nando.martín.otero.s@hotmail.com,+34925265016,2023-04-30,Revisar,Válido,Válido
3196,Promociones Ibéricos S.Coop.,True,Taller/Pequeña Empresa,B40425150,Castellón,promociones.ibéricos@outlook.es,+34 979 190 000,2021-07-21,Válido,Válido,Válido
3828,Supermercados Salas & Asociados S.Coop.,True,Taller/Pequeña Empresa,N54523868,Bizkaia,supermercados.salas.@empresa.es,+34 988 837 434,2022-07-15,Válido,Válido,Válido
3947,Valentín Murcia Marín S.Com.,True,Taller/Pequeña Empresa,K44612467,Alicante,valentín.murcia.marí@hotmail.com,+34 973 774 592,2022-08-16,Válido,Válido,Válido
1231,Instalaciones Castellana S.C.P,True,Taller/Pequeña Empresa,A12111482,Valencia,instalaciones.castel@gmail.com,+34987427978,2023-06-08,Válido,Válido,Válido
2173,Servicios Xc S.Coop.,True,Taller/Pequeña Empresa,H70702699,Valencia,servicios.xc.s.coop.@outlook.es,+34841807711,2021-10-24,Válido,Válido,Válido
